Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
hollyhock-4-tri-fold-memory-foam-topper-mattress-white-gray,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Mattress","FREE SHIPPING
Sleep easy with HOLLYHOCK 4"" Tri-Fold Memory Foam Topper, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Inner Cover: Cotton Scrim Fabric construction keeps you comfortable, finished in White or Gray tones.
Product Dimensions: 52""W X 73""D X 4""H
Size: Full
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White or Gray
Weight: 24.2 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, HOLLYHOCK",TRUE,Color,White/Gray,Size,Full,,,DM1004-F,10977,shopify,20,deny,manual,119,267,TRUE,FALSE,,,,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Mattress",FALSE,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Full | GOODDEGG","HOLLYHOCK Tri-Fold Memory Foam Topper supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM1004-F,new,TRUE,,g,,119,,,,,,,active
hollyhock-4-tri-fold-memory-foam-topper-mattress-white-gray,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Mattress","FREE SHIPPING
HOLLYHOCK 4"" Tri-Fold Memory Foam Topper offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Inner Cover: Cotton Scrim Fabric, it is finished in White or Gray tones and made for lasting comfort.
Product Dimensions: 60""W X 80""D X 4""H
Size: Queen
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White or Gray
Weight: 27.94 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, HOLLYHOCK",TRUE,Color,White/Gray,Size,Queen,,,DM1004-Q,12673,shopify,20,deny,manual,129,297,TRUE,FALSE,,,,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Mattress",FALSE,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Queen | GOODDEGG","HOLLYHOCK Tri-Fold Memory Foam Topper supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM1004-Q,new,TRUE,,g,,129,,,,,,,active
hollyhock-4-tri-fold-memory-foam-topper-mattress-white-gray,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Mattress","FREE SHIPPING
HOLLYHOCK 4"" Tri-Fold Memory Foam Topper is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Inner Cover: Cotton Scrim Fabric, it brings a reliable, comfortable feel with White or Gray tones.
Product Dimensions: 38""W X 75""D X 4""H
Size: Twin
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White or Gray
Weight: 18.35 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, HOLLYHOCK",TRUE,Color,White/Gray,Size,Twin,,,DM1004-T,8323,shopify,20,deny,manual,79,177,TRUE,FALSE,,,,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Mattress",FALSE,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Twin | GOODDEGG","HOLLYHOCK Tri-Fold Memory Foam Topper supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM1004-T,new,TRUE,,g,,79,,,,,,,active
hollyhock-4-tri-fold-memory-foam-topper-mattress-white-gray,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Mattress","FREE SHIPPING
Sleep easy with HOLLYHOCK 4"" Tri-Fold Memory Foam Topper, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Inner Cover: Cotton Scrim Fabric construction keeps you comfortable, finished in White or Gray tones.
Product Dimensions: 38""W X 78""D X 4""H
Size: TXL
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White or Gray
Weight: 18.85 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, HOLLYHOCK",TRUE,Color,White/Gray,Size,TXL,,,DM1004-TXL,8550,shopify,20,deny,manual,89,207,TRUE,FALSE,,,,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper Mattress",FALSE,"HOLLYHOCK 4"" Tri-Fold Memory Foam Topper TXL | GOODDEGG","HOLLYHOCK Tri-Fold Memory Foam Topper supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM1004-TXL,new,TRUE,,g,,89,,,,,,,active
jalen-9-euro-top-mattress-white,"JALEN 9"" Euro Top Mattress","FREE SHIPPING
JALEN 9"" Euro Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam, it is finished in White tones and made for lasting comfort.
Product Dimensions: 84""L X 72""W X 9""H
Size: California King
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 70 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, JALEN",TRUE,Color,White,Size,Cal.King,,,DM332CK-M,31751,shopify,20,deny,manual,299,687,TRUE,FALSE,,,,"JALEN 9"" Euro Top Mattress",FALSE,"JALEN 9"" Euro Top Mattress California King in White | GOODDEGG","The JALEN Euro Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM332CK-M,new,TRUE,,g,,299,,,,,,,active
jalen-9-euro-top-mattress-white,"JALEN 9"" Euro Top Mattress","FREE SHIPPING
JALEN 9"" Euro Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 80""L X 76""W X 9""H
Size: Eastern King
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 70 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, JALEN",TRUE,Color,White,Size,E.King,,,DM332EK-M,31751,shopify,20,deny,manual,299,687,TRUE,FALSE,,,,"JALEN 9"" Euro Top Mattress",FALSE,"JALEN 9"" Euro Top Mattress Eastern King in White | GOODDEGG","The JALEN Euro Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM332EK-M,new,TRUE,,g,,299,,,,,,,active
jalen-9-euro-top-mattress-white,"JALEN 9"" Euro Top Mattress","FREE SHIPPING
Sleep easy with JALEN 9"" Euro Top Mattress, designed to deliver comfort and steady support night after night. Its Mattress design keeps the look clean and inviting. The 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam construction keeps you comfortable, finished in White tones.
Product Dimensions: 75""L X 54""W X 9""H
Size: Full
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 50 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, JALEN",TRUE,Color,White,Size,Full,,,DM332F-M,22680,shopify,20,deny,manual,229,537,TRUE,FALSE,,,,"JALEN 9"" Euro Top Mattress",FALSE,"JALEN 9"" Euro Top Mattress Full in White | GOODDEGG","The JALEN Euro Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM332F-M,new,TRUE,,g,,229,,,,,,,active
jalen-9-euro-top-mattress-white,"JALEN 9"" Euro Top Mattress","FREE SHIPPING
JALEN 9"" Euro Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam, it is finished in White tones and made for lasting comfort.
Product Dimensions: 80""L X 60""W X 9""H
Size: Queen
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 60 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, JALEN",TRUE,Color,White,Size,Queen,,,DM332Q-M,27216,shopify,20,deny,manual,259,597,TRUE,FALSE,,,,"JALEN 9"" Euro Top Mattress",FALSE,"JALEN 9"" Euro Top Mattress Queen in White | GOODDEGG","The JALEN Euro Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM332Q-M,new,TRUE,,g,,259,,,,,,,active
jalen-9-euro-top-mattress-white,"JALEN 9"" Euro Top Mattress","FREE SHIPPING
JALEN 9"" Euro Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 75""L X 39""W X 9""H
Size: Twin
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 40 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, JALEN",TRUE,Color,White,Size,Twin,,,DM332T-M,18144,shopify,20,deny,manual,179,447,TRUE,FALSE,,,,"JALEN 9"" Euro Top Mattress",FALSE,"JALEN 9"" Euro Top Mattress Twin in White | GOODDEGG","The JALEN Euro Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM332T-M,new,TRUE,,g,,179,,,,,,,active
knox-6-black-futon-mattress-black,"KNOX 6"" Black Futon Mattress","FREE SHIPPING
Sleep easy with KNOX 6"" Black Futon Mattress, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Cotton, Polyester construction keeps you comfortable, finished in Black tones.
Product Dimensions: 71""L X 51""W X 6""H
Materials: Cotton, Polyester.
Color: Black
Weight: 26 lbs",Furniture of America,,Futon Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Futon Mattress, KNOX",TRUE,Color,Black,,,,,FP-2405BK,11793,shopify,20,deny,manual,99,267,TRUE,FALSE,,,,"KNOX 6"" Black Futon Mattress",FALSE,"KNOX 6"" Black Futon Mattress in Black | GOODDEGG","The KNOX Futon Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,FP-2405BK,new,TRUE,,g,,99,,,,,,,active
knox-8-black-futon-mattress-black,"KNOX 8"" Black Futon Mattress","FREE SHIPPING
KNOX 8"" Black Futon Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Cotton, Polyester, it is finished in Black tones and made for lasting comfort.
Product Dimensions: 71""L X 51""W X 8""H
Materials: Cotton, Polyester.
Color: Black
Weight: 35 lbs",Furniture of America,,Futon Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Futon Mattress, KNOX",TRUE,Color,Black,,,,,FP-2406BK,15876,shopify,20,deny,manual,119,297,TRUE,FALSE,,,,"KNOX 8"" Black Futon Mattress",FALSE,"KNOX 8"" Black Futon Mattress in Black | GOODDEGG","The KNOX Futon Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,FP-2406BK,new,TRUE,,g,,119,,,,,,,active
knox-8-black-futon-mattress-w-inner-spring-black,"KNOX 8"" Black Futon Mattress w/ Inner Spring","FREE SHIPPING
KNOX 8"" Black Futon Mattress w/ Inner Spring is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Cotton, Polyester, it brings a reliable, comfortable feel with Black tones.
Product Dimensions: 72""L X 51""W X 8""H
Materials: Cotton, Polyester.
Color: Black
Weight: 47 lbs",Furniture of America,,Futon Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Futon Mattress, KNOX",TRUE,Color,Black,,,,,FP-2415BK,21319,shopify,20,deny,manual,149,387,TRUE,FALSE,,,,"KNOX 8"" Black Futon Mattress w/ Inner Spring",FALSE,"KNOX 8"" Black Futon Mattress w/ Inner Spring in Black | GOODDEGG","KNOX Futon Mattress w/ Inner Spring supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,FP-2415BK,new,TRUE,,g,,149,,,,,,,active
knox-8-futon-mattress-w-inner-spring-black-red,"KNOX 8"" Futon Mattress w/ Inner Spring","FREE SHIPPING
Sleep easy with KNOX 8"" Red or Black Futon Mattress w/ Inner Spring, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Cotton, Polyester construction keeps you comfortable, finished in Black or Red tones.
Product Dimensions: 72""L X 51""W X 8""H
Materials: Cotton, Polyester.
Color: Black or Red
Weight: 47 lbs",Furniture of America,,Futon Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Futon Mattress, KNOX",TRUE,Color,Black/Red,,,,,FP-2415BR,21319,shopify,20,deny,manual,159,387,TRUE,FALSE,,,,"KNOX 8"" Futon Mattress w/ Inner Spring",FALSE,"KNOX 8"" Red Black Futon Mattress w/ Inner Spring | GOODDEGG","KNOX or Futon Mattress w/ Inner Spring supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,FP-2415BR,new,TRUE,,g,,159,,,,,,,active
knox-8-white-futon-mattress-white,"KNOX 8"" White Futon Mattress","FREE SHIPPING
KNOX 8"" White Futon Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Cotton, Polyester, it is finished in White tones and made for lasting comfort.
Product Dimensions: 71""L X 51""W X 8""H
Materials: Cotton, Polyester.
Color: White
Weight: 35 lbs",Furniture of America,,Futon Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Futon Mattress, KNOX",TRUE,Color,White,,,,,FP-2406NN,15876,shopify,20,deny,manual,119,297,TRUE,FALSE,,,,"KNOX 8"" White Futon Mattress",FALSE,"KNOX 8"" White Futon Mattress in White | GOODDEGG","The KNOX Futon Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,FP-2406NN,new,TRUE,,g,,119,,,,,,,active
knox-8-white-futon-mattress-w-inner-spring-white,"KNOX 8"" White Futon Mattress w/ Inner Spring","FREE SHIPPING
KNOX 8"" White Futon Mattress w/ Inner Spring is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Cotton, Polyester, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 72""L X 51""W X 8""H
Materials: Cotton, Polyester.
Color: White
Weight: 47 lbs",Furniture of America,,Futon Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Futon Mattress, KNOX",TRUE,Color,White,,,,,FP-2415NN,21319,shopify,20,deny,manual,149,387,TRUE,FALSE,,,,"KNOX 8"" White Futon Mattress w/ Inner Spring",FALSE,"KNOX 8"" White Futon Mattress w/ Inner Spring in White | GOODDEGG","KNOX Futon Mattress w/ Inner Spring supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,FP-2415NN,new,TRUE,,g,,149,,,,,,,active
lilium-13-euro-pillow-top-mattress-white-brown,"LILIUM 13"" Euro Pillow Top Mattress","FREE SHIPPING
Sleep easy with LILIUM 13"" Euro Pillow Top Mattress, designed to deliver comfort and steady support night after night. Its Mattress design keeps the look clean and inviting. The 1 Oz High Resilience H87 Polyester Fiberfill Foam Separated With Polyester Fiber construction keeps you comfortable, finished in White or Brown tones.
Product Dimensions: 80""L X 60""W X 13""H
Size: Queen
Features
- Supportive coil system for steady alignment
Materials: 1 Oz High Resilience H87 Polyester Fiberfill Foam Separated With Polyester Fiber.
Color: White or Brown
Weight: 75 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, LILIUM",TRUE,Color,White/Brown,Size,Queen,,,DM318Q-M,34019,shopify,20,deny,manual,459,1107,TRUE,FALSE,,,,"LILIUM 13"" Euro Pillow Top Mattress",FALSE,"LILIUM 13"" Euro Pillow Top Mattress Queen in White Brown | GOODDE","LILIUM Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM318Q-M,new,TRUE,,g,,459,,,,,,,active
lilium-13-euro-pillow-top-mattress-white-brown,"LILIUM 13"" Euro Pillow Top Mattress","FREE SHIPPING
LILIUM 13"" Euro Pillow Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with 1 Oz High Resilience H87 Polyester Fiberfill Foam Separated With Polyester Fiber, it is finished in White or Brown tones and made for lasting comfort.
Product Dimensions: 84""L X 72""W X 13""H
Size: California King
Features
- Supportive coil system for steady alignment
Materials: 1 Oz High Resilience H87 Polyester Fiberfill Foam Separated With Polyester Fiber.
Color: White or Brown
Weight: 90 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, LILIUM",TRUE,Color,White/Brown,Size,Cal.King,,,DM318CK-M,40823,shopify,20,deny,manual,599,1407,TRUE,FALSE,,,,"LILIUM 13"" Euro Pillow Top Mattress",FALSE,"LILIUM 13"" Euro Pillow Top Mattress California King | GOODDEGG","LILIUM Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM318CK-M,new,TRUE,,g,,599,,,,,,,active
lilium-13-euro-pillow-top-mattress-white-brown,"LILIUM 13"" Euro Pillow Top Mattress","FREE SHIPPING
LILIUM 13"" Euro Pillow Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from 1 Oz High Resilience H87 Polyester Fiberfill Foam Separated With Polyester Fiber, it brings a reliable, comfortable feel with White or Brown tones.
Product Dimensions: 80""L X 76""W X 13""H
Size: Eastern King
Features
- Supportive coil system for steady alignment
Materials: 1 Oz High Resilience H87 Polyester Fiberfill Foam Separated With Polyester Fiber.
Color: White or Brown
Weight: 90 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, LILIUM",TRUE,Color,White/Brown,Size,E.King,,,DM318EK-M,40823,shopify,20,deny,manual,599,1407,TRUE,FALSE,,,,"LILIUM 13"" Euro Pillow Top Mattress",FALSE,"LILIUM 13"" Euro Pillow Top Mattress Eastern King | GOODDEGG","LILIUM Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM318EK-M,new,TRUE,,g,,599,,,,,,,active
